name,all_reviews,popular_tags,genre,original_price,discount_price
METAL GEAR SOLID V: THE PHANTOM PAIN,"Very Positive,(27,036),- 88% of the 27,036 user reviews for this game are positive.","Stealth,Open World,Story Rich,Action,Tactical,Cinematic,Great Soundtrack,Third Person,Singleplayer,Atmospheric,Horses,Multiplayer,Adventure,Third-Person Shooter,Shooter,Replay Value,Sandbox,Masterpiece,Dark,Sci-fi","Action,Adventure",$19.99,
TEKKEN 7,"Very Positive,(12,948),- 81% of the 12,948 user reviews for this game are positive.","Fighting,Multiplayer,Action,Competitive,Arcade,Local Multiplayer,Great Soundtrack,Singleplayer,e-sports,Controller,Difficult,Anime,Character Customization,Story Rich,Beat 'em up,Sports,Nudity,Atmospheric,Sexual Content,Third Person","Action,Sports",$39.99,
Golf It!,"Very Positive,(3,348),- 80% of the 3,348 user reviews for this game are positive.","Early Access,Mini Golf,Golf,Multiplayer,Casual,Sports,Early Access,Funny,Simulation,Indie,Online Co-Op,Level Editor,Singleplayer,Sandbox,Local Multiplayer,Memes,Difficult,Strategy,Family Friendly,Co-op","Casual,Indie,Simulation,Sports,Early Access",$8.99,
Shadow Tactics: Blades of the Shogun,"Overwhelmingly Positive,(7,238),- 95% of the 7,238 user reviews for this game are positive.","Stealth,Tactical,Ninja,Strategy,Real Time Tactics,Singleplayer,Action,Historical,Isometric,RTS,Indie,Assassin,Difficult,Violent,Atmospheric,Third Person,Survival,Adventure,Great Soundtrack,Nudity","Indie,Strategy",$39.99,$13.59
Heroes & Generals,"Mixed,(101,309),- 65% of the 101,309 user reviews for this game are positive.","Free to Play,World War II,FPS,Multiplayer,War,Shooter,Action,First-Person,Massively Multiplayer,Tactical,Strategy,Co-op,Historical,Open World,Singleplayer,Simulation,Atmospheric,Adventure,Early Access,Indie","Action,Free to Play,Indie,Massively Multiplayer,Strategy",Free to Play,
Ultimate Doom,"Very Positive,(3,511),- 93% of the 3,511 user reviews for this game are positive.","Classic,FPS,Action,1990's,Great Soundtrack,Demons,Moddable,Masterpiece,Retro,Singleplayer,Shooter,Gore,Sci-fi,First-Person,Old School,Fast-Paced,Violent,Multiplayer,2.5D,Difficult",Action,$14.99,$7.49
GORN,"Overwhelmingly Positive,(3,286),- 96% of the 3,286 user reviews for this game are positive.","Early Access,VR,Violent,Gore,Early Access,Action,Indie,Funny,Fighting,Blood,First-Person,Local Multiplayer,Singleplayer,Swordplay,Medieval,Sexual Content","Action,Indie,Early Access",$19.99,$169.92
DRAGON BALL FighterZ,"Very Positive,(8,966),- 82% of the 8,966 user reviews for this game are positive.","Fighting,Anime,2D Fighter,Multiplayer,Action,Competitive,Local Multiplayer,Great Soundtrack,Controller,2.5D,Singleplayer,Arcade,Story Rich,Difficult,e-sports,Fast-Paced,Beat 'em up,Dragons,Adventure,Open World",Action,$59.99,
Fantasy Grounds,"Mostly Positive,(381),- 75% of the 381 user reviews for this game are positive.","RPG,Strategy,Software,Indie,Turn-Based,Fantasy,Dungeons & Dragons,Online Co-Op,Utilities,Sandbox,Story Rich,Game Development,Party-Based RPG,Multiplayer,Old School","Indie,RPG,Strategy",$7.99,$145.14
DRAGON BALL XENOVERSE 2,"Mostly Positive,(9,192),- 78% of the 9,192 user reviews for this game are positive.","Anime,Fighting,Action,Character Customization,Multiplayer,Adventure,Massively Multiplayer,Co-op,RPG,Singleplayer,Online Co-Op,Third Person,Open World,Story Rich,Beat 'em up,MMORPG,Great Soundtrack,Dragons,Casual,Moddable","Action,Adventure,Casual,Massively Multiplayer",$49.99,
Frostpunk,"Very Positive,(22,352),- 86% of the 22,352 user reviews for this game are positive.","City Builder,Survival,Strategy,Building,Steampunk,Post-apocalyptic,Resource Management,Singleplayer,Management,Base Building,Choices Matter,Atmospheric,Economy,Simulation,Dark,Difficult,RTS,Real-Time with Pause,Indie,Great Soundtrack","Simulation,Strategy",$29.99,$52.66
Stellaris: Starter Pack,,,"Simulation,Strategy",,$71.97
Universe Sandbox ²,"Very Positive,(5,507),- 93% of the 5,507 user reviews for this game are positive.","Early Access,Space,Sandbox,Simulation,Physics,Science,Destruction,Education,Realistic,Early Access,God Game,Singleplayer,Open World,Indie,Atmospheric,Casual,VR,Great Soundtrack,Sci-fi,Exploration","Casual,Indie,Simulation,Early Access",$24.99,
Shadowverse CCG,"Mostly Positive,(7,712),- 73% of the 7,712 user reviews for this game are positive.","Free to Play,Card Game,Anime,Strategy,Trading Card Game,Multiplayer,Fantasy,Turn-Based,Sexual Content,Competitive,Nudity,Singleplayer,JRPG,Casual,Adventure,MMORPG,PvP,Psychological Horror,Action,Cute","Free to Play,Strategy",Free To Play,
Tyranny -  Gold Edition,,,"Adventure,RPG,Action,Strategy",$75.95,$25.42
Cities: Skylines - New Player Bundle,,,"Simulation,Strategy",,$55.76
Fable Anniversary,"Mostly Positive,(4,586),- 77% of the 4,586 user reviews for this game are positive.","RPG,Masterpiece,Classic,Fantasy,Adventure,Open World,Singleplayer,Remake,Atmospheric,Action RPG,Third Person,Story Rich,Choices Matter,Action,Comedy,Great Soundtrack,Character Customization,Medieval,Magic,Sandbox",RPG,$34.99,
Baldur's Gate II: Enhanced Edition,"Very Positive,(2,720),- 85% of the 2,720 user reviews for this game are positive.","RPG,Classic,Fantasy,Isometric,Party-Based RPG,Dungeons & Dragons,Real-Time with Pause,Strategy,Story Rich,Masterpiece,CRPG,Singleplayer,Adventure,Old School,Character Customization,Magic,Atmospheric,Multiplayer,Remake,Romance","RPG,Strategy",$151.89,$95.79
Freestyle 2: Street Basketball,"Mostly Positive,(8,097),- 72% of the 8,097 user reviews for this game are positive.","Free to Play,Basketball,Sports,Multiplayer,Massively Multiplayer,Action,Co-op,Casual,Competitive,Strategy,Simulation,Singleplayer,e-sports,Controller,Anime,Funny,Great Soundtrack,Open World,FPS,2D","Action,Casual,Free to Play,Massively Multiplayer,Sports",Free to Play,
PC Building Simulator,"Very Positive,(6,807),- 88% of the 6,807 user reviews for this game are positive.","Simulation,Building,Singleplayer,Education,Realistic,Sandbox,Indie,First-Person,Relaxing,Casual,Management,Early Access,Puzzle,Funny,Great Soundtrack,Replay Value,Atmospheric,Multiplayer,VR,Design & Illustration","Indie,Simulation",$19.99,$24.98
Battle Brothers,"Very Positive,(5,939),- 86% of the 5,939 user reviews for this game are positive.","Strategy,Turn-Based Combat,Medieval,RPG,Turn-Based Tactics,Open World,Turn-Based,Difficult,Sandbox,Singleplayer,Indie,Tactical,Procedural Generation,Perma Death,Replay Value,Fantasy,Turn-Based Strategy,Rogue-like,CRPG,Early Access","Indie,RPG,Strategy",$29.99,$34.98
The Surge,"Mostly Positive,(3,174),- 74% of the 3,174 user reviews for this game are positive.","Souls-like,Action,RPG,Sci-fi,Difficult,Third Person,Singleplayer,Mechs,Violent,Hack and Slash,Robots,Open World,Exploration,Cyberpunk,Adventure,Gore,Action RPG,Horror,Futuristic,Great Soundtrack","Action,RPG",$29.99,
Total War Saga: THRONES OF BRITANNIA,"Mixed,(4,915),- 55% of the 4,915 user reviews for this game are positive.","Strategy,Historical,RTS,Turn-Based Strategy,Medieval,Action,Multiplayer,Singleplayer,War,Grand Strategy,Co-op,Tactical,Atmospheric,Turn-Based","Action,Strategy",$39.99,
Assetto Corsa Ultimate Edition,,,"Indie,Racing,Simulation,Sports",,$39.88
Parkitect,"Very Positive,(1,589),- 89% of the 1,589 user reviews for this game are positive.","Management,Building,Simulation,Sandbox,Indie,Singleplayer,City Builder,Resource Management,Early Access,Moddable,Isometric,Strategy,Funny,Economy,Family Friendly,Relaxing,Colorful,Great Soundtrack,Casual","Indie,Simulation",$29.99,
Between the Stars,"Very Positive,(245),- 82% of the 245 user reviews for this game are positive.","Early Access,Space,Action,RPG,Simulation,Indie,Early Access,Adventure,Space Sim,Singleplayer,Sandbox,Strategy,Sci-fi,Rogue-lite,3D,Tactical RPG,Rogue-like,Open World,Survival,Action RPG","Action,Adventure,Indie,RPG,Simulation,Strategy,Early Access",$19.99,$23.73
ShellShock Live,"Very Positive,(10,687),- 89% of the 10,687 user reviews for this game are positive.","Early Access,Tanks,Multiplayer,2D,Strategy,Action,Early Access,Turn-Based,Casual,Shooter,Massively Multiplayer,Online Co-Op,Indie,Colorful,Funny,Turn-Based Strategy,Co-op,Singleplayer,Great Soundtrack,Physics","Action,Casual,Indie,Massively Multiplayer,Strategy,Early Access",$6.99,
Endless Legend™,"Very Positive,(9,773),- 82% of the 9,773 user reviews for this game are positive.","Strategy,4X,Turn-Based,Turn-Based Strategy,Fantasy,Hex Grid,Multiplayer,Singleplayer,Great Soundtrack,RPG,Sci-fi,Indie,Tactical,Adventure,Grand Strategy,Medieval,Atmospheric,Open World,Exploration,Sandbox","RPG,Strategy",$29.99,$169.42
Cities: Skylines - Campus Plus Edition,,,"Simulation,Strategy",,$19.98
Devolver Bootleg,"Very Positive,(340),- 95% of the 340 user reviews for this game are positive.","Indie,Casual,Action,Gore,Violent,Adventure,Sports,Pixel Graphics,Memes,Retro,2D,Side Scroller,Controller,Cute,Great Soundtrack","Action,Adventure,Casual,Indie,Sports",$4.99,$4.94
DiRT Rally 2.0,"Mixed,(1,196),- 64% of the 1,196 user reviews for this game are positive.","Racing,Simulation,Realistic,Driving,Offroad,Sports,Difficult,Singleplayer,Multiplayer,First-Person,VR,3D Vision,TrackIR,Open World","Racing,Simulation,Sports",$59.99,$707.84
Attack on Titan 2 - A.O.T.2 - 進撃の巨人２,"Very Positive,(644),- 84% of the 644 user reviews for this game are positive.","Anime,Action,Character Customization,Multiplayer,Gore,RPG,Open World,Nudity,Adventure,Horror,Co-op,Sexual Content,Singleplayer,Online Co-Op,Third Person",Action,$59.99,$37.95
Warface,"Mixed,(47,716),- 69% of the 47,716 user reviews for this game are positive.","Free to Play,FPS,Multiplayer,Shooter,Action,Co-op,First-Person,Online Co-Op,War,PvP,Military,Massively Multiplayer,Team-Based,Tactical,Zombies,Open World,Adventure,Strategy,Simulation,Great Soundtrack","Action,Free to Play,Massively Multiplayer",Free to Play,
Assassin's Creed® Origins,"Very Positive,(33,278),- 83% of the 33,278 user reviews for this game are positive.","Open World,Assassin,Action,RPG,Parkour,Stealth,Adventure,Historical,Third Person,Singleplayer,Story Rich,Action RPG,Exploration,Atmospheric,Multiplayer,Sandbox,Great Soundtrack,Illuminati,Walking Simulator,Heist","Action,Adventure,RPG",$59.99,
House Party,"Very Positive,(3,858),- 84% of the 3,858 user reviews for this game are positive.","Early Access,Sexual Content,Nudity,Mature,NSFW,Dating Sim,Simulation,First-Person,Early Access,Singleplayer,Indie,Funny,Comedy,Story Rich,Casual,Choices Matter,Sandbox,Puzzle,RPG,Great Soundtrack","Adventure,Casual,Indie,Simulation,Early Access",$14.99,
Empyrion - Galactic Survival,"Very Positive,(12,121),- 80% of the 12,121 user reviews for this game are positive.","Early Access,Survival,Open World,Space,Building,Sandbox,Multiplayer,Crafting,Exploration,Sci-fi,Early Access,Adventure,Co-op,Singleplayer,Simulation,First-Person,Aliens,Strategy,Indie,Action","Adventure,Indie,Simulation,Strategy,Early Access",$19.99,
WWE 2K19,"Mixed,(897),- 59% of the 897 user reviews for this game are positive.","Sports,Wrestling,Simulation,Fighting,Character Customization,Multiplayer,Singleplayer,Co-op,Action,Violent","Simulation,Sports",$59.99,$19.79
Dragon's Dogma: Dark Arisen,"Very Positive,(10,683),- 87% of the 10,683 user reviews for this game are positive.","RPG,Open World,Character Customization,Fantasy,Action,Adventure,Singleplayer,Action RPG,Dragons,Dark Fantasy,Third Person,Magic,Exploration,Great Soundtrack,Atmospheric,Story Rich,Difficult,JRPG,Multiplayer,Hack and Slash","Action,Adventure,RPG",$29.99,
"Warhammer 40,000: Gladius - Relics of War","Mostly Positive,(1,147),- 77% of the 1,147 user reviews for this game are positive.","Strategy,Warhammer 40K,Turn-Based Strategy,4X,Sci-fi,Turn-Based,Hex Grid,Turn-Based Tactics,Multiplayer,Wargame,War,Tactical,Singleplayer,Turn-Based Combat,Co-op,Grand Strategy,Replay Value,Great Soundtrack,Artificial Intelligence,Military",Strategy,$84.93,$66.73
Scrap Mechanic,"Very Positive,(16,220),- 84% of the 16,220 user reviews for this game are positive.","Early Access,Building,Sandbox,Multiplayer,Open World,Physics,Early Access,Singleplayer,Funny,First-Person,Simulation,Co-op,Third Person,Adventure,Crafting,Survival,Action,Indie,Racing,Atmospheric","Action,Adventure,Indie,Simulation,Early Access",$19.99,
Generation Zero,"Mixed,(2,684),- 45% of the 2,684 user reviews for this game are positive.","Open World,Survival,Co-op,Multiplayer,FPS,Adventure,Robots,Action,Singleplayer,Post-apocalyptic,1980s,Sci-fi,Online Co-Op,First-Person,Mechs,Stealth,Atmospheric,Horror,Great Soundtrack,Nudity","Action,Adventure",$34.99,
Total War: ATTILA,"Mostly Positive,(11,602),- 73% of the 11,602 user reviews for this game are positive.","Strategy,Historical,War,Turn-Based Strategy,Grand Strategy,RTS,Tactical,Multiplayer,Rome,Singleplayer,Real Time Tactics,Medieval,Atmospheric,Co-op,Action,Turn-Based,Open World,Simulation,Survival,Adventure",Strategy,$44.99,
Dead by Daylight + Deathgarden,,,"Action,Early Access",,$24.48
Prison Architect,"Very Positive,(28,180),- 93% of the 28,180 user reviews for this game are positive.","Simulation,Building,Management,Strategy,Sandbox,Singleplayer,Indie,2D,Resource Management,Base Building,Economy,Top-Down,Moddable,City Builder,Replay Value,Early Access,Casual,Funny,Action,Comedy","Indie,Simulation,Strategy",$29.99,
Dying Light Ultimate Collection,,,"Action,RPG,Violent,Gore",$86.92,$31.60
Eco,"Mostly Positive,(2,033),- 71% of the 2,033 user reviews for this game are positive.","Early Access,Survival,Open World,Multiplayer,Building,Crafting,Simulation,Sandbox,Adventure,Co-op,Economy,Exploration,Indie,Early Access,Realistic,Online Co-Op,Education,Singleplayer,First-Person,Base Building","Indie,Simulation,Early Access",$29.99,
Thief Simulator,"Mostly Positive,(2,335),- 77% of the 2,335 user reviews for this game are positive.","Simulation,Stealth,Crime,Adventure,First-Person,Singleplayer,Action,Open World,Indie,Sandbox,Realistic,Heist,Funny,Strategy,Atmospheric,Exploration,Walking Simulator,Silent Protagonist,Casual,Multiplayer","Action,Adventure,Indie,Simulation",$19.99,$47.97
Bloons TD 6,"Mixed,(862),- 68% of the 862 user reviews for this game are positive.","Strategy,Tower Defense,Singleplayer,Casual,Multiplayer",Strategy,$9.99,
DUSK,"Overwhelmingly Positive,(3,452),- 97% of the 3,452 user reviews for this game are positive.","FPS,Retro,Action,Fast-Paced,Great Soundtrack,Horror,Gore,Shooter,Indie,Singleplayer,Multiplayer,First-Person,Violent,Atmospheric,Arena Shooter,Classic,Dark,Blood,Survival,Competitive","Action,Indie",$20.00,
Ori and the Blind Forest,"Overwhelmingly Positive,(24,439),- 96% of the 24,439 user reviews for this game are positive.","Great Soundtrack,Atmospheric,Platformer,Adventure,Story Rich,Fantasy,Cute,2D,Metroidvania,Singleplayer,Difficult,Action,Indie,Puzzle,Exploration,Side Scroller,Family Friendly,Open World,RPG,2.5D",Action,,
Wizard of Legend,"Very Positive,(3,970),- 88% of the 3,970 user reviews for this game are positive.","Rogue-like,Pixel Graphics,Action,Dungeon Crawler,Adventure,Magic,Local Co-Op,Indie,Rogue-lite,Multiplayer,Hack and Slash,Difficult,2D,Local Multiplayer,Co-op,Procedural Generation,Singleplayer,RPG,Fast-Paced,Great Soundtrack","Action,Adventure,Indie",$15.99,$23.98
MapleStory 2,"Mostly Positive,(7,088),- 74% of the 7,088 user reviews for this game are positive.","Massively Multiplayer,MMORPG,Anime,Cute,RPG,Adventure,Casual,Character Customization,Action,Simulation,Fantasy,Multiplayer,Building,Open World,Psychological Horror,Colorful,Sandbox,Action RPG,Nudity","Action,Adventure,Casual,Free to Play,Massively Multiplayer,RPG,Simulation",Free To Play,
The Jackbox Party Pack 4,"Very Positive,(278),- 81% of the 278 user reviews for this game are positive.","Casual,Local Multiplayer,Indie,Funny,Multiplayer,Strategy,Board Game,Co-op,Comedy,Family Friendly","Casual,Indie,Strategy",$24.99,$28.98
EARTH DEFENSE FORCE 4.1 The Shadow of New Despair,"Overwhelmingly Positive,(3,686),- 95% of the 3,686 user reviews for this game are positive.","Action,Third-Person Shooter,Co-op,Aliens,Online Co-Op,Sci-fi,Mechs,Local Co-Op,Anime,Funny,Split Screen,Multiplayer,Shooter,Robots,Destruction,Comedy,Difficult,Memes,Singleplayer,Gore",Action,$19.99,$37.98
Cities: Skylines Collection,,,"Simulation,Strategy",,$155.44
Steam Controller,"Mostly Positive,(7,942),- 73% of the 7,942 user reviews for this hardware are positive.","Controller,Hardware,Steam Machine,Local Multiplayer,3D Vision,Masterpiece,VR,Epic,Dog,Beautiful,Design & Illustration,Sexual Content,e-sports,Early Access,Fantasy,Medieval",Valve,$49.99,
Two Point Hospital,"Very Positive,(5,255),- 83% of the 5,255 user reviews for this game are positive.","Simulation,Management,Building,Singleplayer,Funny,Strategy,Comedy,Sandbox,Casual,Indie,Replay Value,City Builder,Cartoony,Isometric,Classic,Retro,Family Friendly,Tactical,Multiplayer,Story Rich","Indie,Simulation",$34.99,
The Universim,"Mostly Positive,(1,656),- 73% of the 1,656 user reviews for this game are positive.","Early Access,God Game,City Builder,Simulation,Sandbox,Strategy,Early Access,Open World,Resource Management,Survival,Singleplayer,Indie,Management,Exploration,Aliens,Science,Sci-fi,RTS,Kickstarter,Casual","Indie,Simulation,Strategy,Early Access",$29.99,$36.98
Sniper Elite 4,"Very Positive,(11,168),- 85% of the 11,168 user reviews for this game are positive.","Sniper,Shooter,World War II,Stealth,Multiplayer,Action,Co-op,War,Open World,Singleplayer,Third-Person Shooter,Adventure,Third Person,FPS,Gore,Tactical,Strategy,Violent,Atmospheric,Nudity","Action,Adventure",$59.99,$344.78
Divinity: Original Sin - Enhanced Edition,"Very Positive,(9,328),- 88% of the 9,328 user reviews for this game are positive.","RPG,Turn-Based,Co-op,Fantasy,Adventure,Party-Based RPG,Story Rich,Strategy,Turn-Based Combat,Open World,Character Customization,Singleplayer,Isometric,Local Co-Op,CRPG,Multiplayer,Great Soundtrack,Split Screen,Turn-Based Strategy,Indie","Adventure,Indie,RPG,Strategy",$39.99,
